protein	geneSymbol	moduleColor	MM.green	p.MM.green	MM.red	p.MM.red	MM.brown	p.MM.brown	MM.magenta	p.MM.magenta	MM.pink	p.MM.pink	MM.greenyellow	p.MM.greenyellow	MM.yellow	p.MM.yellow	MM.blue	p.MM.blue	MM.turquoise	p.MM.turquoise	MM.purple	p.MM.purple	MM.grey	p.MM.grey	MM.black	p.MM.black	MM.tan	p.MM.tan	GS.eggs	p.GS.eggs	GS.legs	p.GS.legs	GS.post_gnathopods	p.GS.post_gnathopods	GS.antennas	p.GS.antennas	GS.hepatopancreas	p.GS.hepatopancreas	GS.muscle	p.GS.muscle	GS.head	p.GS.head	GS.gills	p.GS.gills	GS.female	p.GS.female	GS.male	p.GS.male	GS.legs_f	p.GS.legs_f	GS.legs_m	p.GS.legs_m	GS.post_gnathopods_f	p.GS.post_gnathopods_f	GS.post_gnathopods_m	p.GS.post_gnathopods_m	GS.antennas_f	p.GS.antennas_f	GS.antennas_m	p.GS.antennas_m	GS.hepatopancreas_f	p.GS.hepatopancreas_f	GS.hepatopancreas_m	p.GS.hepatopancreas_m	GS.muscle_f	p.GS.muscle_f	GS.muscle_m	p.GS.muscle_m	GS.head_f	p.GS.head_f	GS.head_m	p.GS.head_m	GS.gills_f	p.GS.gills_f	GS.gills_m	p.GS.gills_m
NODE_3557_length_4596_cov_439.348362_g2130_i0.p1_Eve;TRINITY_DN1925_c0_g1_i1.p1_Eve;NODE_24506_length_1845_cov_302.316815_g2130_i3.p1_Eve	Hexo1	black	-0.0296145411349966	0.833275692436514	0.177251715158193	0.20418310028079	-0.0543321588724481	0.699202027294502	0.031223041694297	0.824359787439435	0.102990857015497	0.463033582767436	0.0998915132485179	0.476673236473908	0.250763969640999	0.0701227916304216	-0.150601999035338	0.281744375075472	-0.14132274337311	0.31278795037491	0.522777187915404	5.92507434642358e-05	-0.110997110664244	0.428796965697073	0.836129703836362	6.60060328384504e-15	-0.0681303313554073	0.627865734359717	-0.115034552547762	0.412089192005964	0.0729121721716176	0.603870362775964	0.210673923047707	0.129972960625644	0.0326764380010127	0.816322458729733	-0.078655147717792	0.575593756238778	-0.17243538246898	0.216946704417804	0.0903383939106348	0.520023967840234	-0.135462418642463	0.333477543040363	0.640302826108961	2.42934945325383e-07	-0.640302826108961	2.42934945325383e-07	0.234586940396901	0.090878960426208	-0.172914362472241	0.215653006712114	0.391178952004498	0.00377588573346856	-0.153469975199146	0.272575042795191	0.321734251928607	0.0188112906289043	-0.277547642959121	0.0442074667553584	0.0562154052199696	0.689295004173505	-0.164316565899642	0.239702800820001	-0.10305081361046	0.462771823481879	-0.133938951560668	0.338993200351402	0.396831845835457	0.00326173912016044	-0.276824306260893	0.0447859833082082	-0.0880926892302471	0.530493264957121	-0.105311604085212	0.452960282300847
TRINITY_DN5878_c0_g1_i10.p1_Eve;NODE_35644_length_1469_cov_708.009859_g23716_i0.p1_Eve;NODE_38714_length_1272_cov_1808.170074_g24171_i0.p1_Ecy;TRINITY_DN8991_c0_g1_i1.p1_Ecy	CHADL	turquoise	-0.356998098546096	0.00868778919092437	-0.588958429375586	3.5002992440155e-06	-0.453350004278074	0.000651911438002301	-0.42358981730113	0.0015750409919332	-0.442314466481839	0.000912636807797653	0.123695372796799	0.377539698985552	-0.720742020902129	1.16105973974038e-09	0.0515430555151438	0.713965723601707	0.872508869553025	1.73488401543347e-17	-0.52480685811514	5.47961903392195e-05	0.0551413709001877	0.694938872741749	-0.33641892820426	0.0137770797429446	-0.596614480238053	2.42119550011337e-06	0.109609464045152	0.43462635458063	-0.194031332157966	0.163874803748276	-0.230210674547188	0.0972463233317061	-0.230536359556216	0.0967608556924839	0.759819749417464	4.19413955237674e-11	-0.104094413081789	0.458228512025277	0.0919909953387353	0.512386266534214	-0.22830123824231	0.100130642155242	0.0728225179899333	0.604316553565378	-0.0728225179899333	0.604316553565378	-0.14006144463235	0.317170094290467	-0.12598091435379	0.368719964782219	-0.150750287904111	0.281265356301792	-0.164898686100061	0.238018857421943	-0.172362614866637	0.217143718555941	-0.14373291592362	0.304522405064709	0.53376358561598	3.85785683721657e-05	0.508048766497901	0.000102957561084221	-0.0950584853329607	0.498361470624527	-0.0476685830510824	0.734647228297742	0.128127734955883	0.360549874593273	-0.0112548288260234	0.936249119869932	-0.145312676483809	0.299181763497989	-0.16771821036282	0.22997738067409
NODE_35791_length_1354_cov_34.257471_g22092_i0.p1_Ecy;TRINITY_DN59244_c1_g1_i1.p1_Eve	PREDICTED: uncharacterized protein LOC108664413	grey	-0.0638964913110517	0.649435688402258	0.00126158833015191	0.992846667547241	0.0193435954536383	0.890652724832892	0.0765699792045968	0.585790168537437	-0.0104812440205173	0.940622799416043	-0.032216010707294	0.818866650284903	0.0583446908027748	0.678155678204415	0.176430160839814	0.206321901909033	-0.194755905827767	0.162275969424198	0.118452728987378	0.398241621645757	-0.167824978703917	0.229676600144657	0.302488250705882	0.02770111553118	-0.00479419671276281	0.97282117186866	0.221232909745572	0.111386616121244	0.0460916503528146	0.743119450782767	-0.0527607002344684	0.707507144937286	0.0611758199991234	0.66345007440636	-0.16592518515252	0.235069209260678	-0.0019888473723665	0.988723253484659	-0.0327196104783385	0.816083995636215	-0.0659458512498331	0.63895786851928	0.230792109602824	0.0963809533128773	-0.230792109602824	0.0963809533128773	0.108986985786764	0.437255690092553	-0.0457892988304939	0.744747352885343	0.0744128968019702	0.596422989970115	-0.146754724258533	0.294359953968779	0.0596372355856473	0.671426702978749	0.024242822776412	0.863196017190743	-0.0551911301112048	0.694677030944143	-0.172314021671449	0.217275351374062	-0.00873465839440829	0.950503808694792	0.00600768826683631	0.96594539991916	-0.00756554948748216	0.957122061633986	-0.0371957569588968	0.791453497136774	0.0229166754591339	0.870613712491117	-0.11333707115879	0.4190676055435
NODE_3581_length_4583_cov_842.079180_g815_i1.p1_Eve;NODE_28469_length_1788_cov_564.387579_g20239_i0.p1_Gla;TRINITY_DN4091_c0_g1_i14.p1_Eve;TRINITY_DN4091_c0_g1_i12.p2_Eve;NODE_68267_length_1039_cov_260.149495_g20239_i3.p1_Gla;TRINITY_DN4091_c0_g1_i12.p1_Eve	Syncrip	red	0.56857335160779	8.93248639501661e-06	0.843981576881767	2.08554582527644e-15	0.477147834614302	0.000303323165646779	0.315022933891504	0.0215870879827881	0.599384373304491	2.11393518717e-06	-0.0711023762041847	0.612904990414681	0.883431284813664	2.02599104703401e-18	-0.517500811478938	7.2432021538672e-05	-0.511887954098405	8.93646328147634e-05	0.493635925162889	0.000172619137714638	0.0846250523078744	0.546860393952246	0.238976243058736	0.0848241625828378	0.706696359933814	3.35353304689217e-09	-0.575698741305441	6.48418418139473e-06	0.1351243221079	0.334696731698934	0.186960445063309	0.180085668662108	0.179547572264899	0.198289267608072	-0.416063539893127	0.00194457904641611	0.263181106675647	0.0569080481810097	-0.132139719834364	0.345579938069787	0.396082404861271	0.00332613586005581	-0.242102622170696	0.080707999649988	0.242102622170696	0.080707999649988	0.055932095268618	0.690782137111785	0.129341040828402	0.35598158642303	0.176530837593277	0.206058958795034	0.0798164094649838	0.569950724043299	0.114094822921962	0.415944161032219	0.132088405035777	0.34576894751764	-0.193203450863562	0.165715656737433	-0.37727413340193	0.00535562431918193	0.156425109938917	0.263336570570064	0.204430643004991	0.142010154831517	-0.103411005907017	0.461200977797033	-0.071241561581279	0.612208114345003	0.102116681369591	0.466859151842472	0.440964150835425	0.000950259782132886
TRINITY_DN1472_c0_g1_i4.p1_Eve;NODE_3604_length_4739_cov_138.557569_g2159_i0.p1_Ecy;TRINITY_DN24254_c0_g1_i4.p1_Gla;NODE_4146_length_4109_cov_59.922414_g2690_i0.p1_Gla;TRINITY_DN24254_c0_g1_i3.p1_Gla	MPI	yellow	0.359502961640835	0.00819701635702241	0.747201692943822	1.30861355178023e-10	0.31420978131084	0.0219457818386666	0.566748340770327	9.68468669007751e-06	0.658635850995926	8.27870794638397e-08	0.201109878438635	0.148741719950415	0.770739349007968	1.47920425621898e-11	-0.46349508443968	0.0004736709166424	-0.507620076752544	0.000104587354839756	0.763967076320362	2.84178752638712e-11	0.00702600109427792	0.960177405964719	0.427893357677832	0.00139317923434984	0.766931071796886	2.14119143870852e-11	-0.502682355752137	0.00012513920106047	0.0776477843636699	0.580509575423757	0.0461571568614668	0.742766901293604	0.419586601175201	0.00176294323680517	-0.428332495940663	0.00137572165558196	0.0267753005692143	0.849063791992354	0.0958653673902267	0.494705543398845	0.238144162939609	0.0859469659590097	-0.133206970789207	0.341663390173993	0.133206970789207	0.341663390173993	0.0969140643193699	0.489974839840988	0.00955121369737849	0.945883277375066	0.0415786723071405	0.767530030157233	0.021708832648609	0.877379321569009	0.351616178504513	0.00982911498481528	0.223691984018168	0.107365744020232	-0.295443985922167	0.0317316160170711	-0.291855943337206	0.0339651744669821	0.00739259791292572	0.958101384041671	0.0293198445919652	0.834911485198818	0.0635251398232337	0.651341606406033	0.0641481886416052	0.648145145109277	0.114387386684935	0.414741794166364	0.212139438558183	0.127262181581612
NODE_3605_length_4571_cov_168.430783_g2156_i0.p1_Eve;TRINITY_DN6227_c0_g1_i7.p1_Ecy	BLMH	grey	0.0169841848668026	0.903923123857198	0.014817221929049	0.916134180023988	0.264243079236098	0.0558782320063488	0.0328431711670865	0.815401599800904	-0.0492705366738129	0.726072549606168	-0.164629200943171	0.238797407395071	0.0854699553557029	0.54285023430554	-0.243597871956347	0.0787958202120843	0.195194053856627	0.161314715609986	-0.0606817428546833	0.666007586126097	0.127856297921539	0.361576742093048	-0.194951648971033	0.161846011225112	0.139196279528852	0.320198419565489	-0.16159400137222	0.247686653745274	0.166020592072313	0.234796338203944	0.148849683879794	0.287445545368607	-0.112505577770968	0.422510365382769	0.201895695476934	0.147127829755208	0.0798535091801683	0.569770864605852	-0.253679446504632	0.0668194868716177	0.00217966971151071	0.987641372838598	-0.152736448384154	0.274901150425156	0.152736448384154	0.274901150425156	0.0443754043350095	0.752374540240409	0.183260562825361	0.189014673934017	0.125708283267877	0.369765444352255	0.0783841207438735	0.576914459756517	-0.169785466557729	0.224201864765037	0.0155255901944654	0.912140201814027	0.19385504499001	0.164265532456255	0.0829703857095123	0.554754909630265	-0.072457899778283	0.606132662328136	0.181947515292121	0.192258354152983	-0.257784435031328	0.0623804390077236	-0.0725342791266391	0.60575203210434	0.125744188333836	0.369627654306024	-0.122755575796821	0.381202594101529
NODE_3607_length_4570_cov_60.807122_g2157_i0.p1_Eve;TRINITY_DN2207_c0_g1_i9.p1_Eve;NODE_9581_length_3023_cov_50.184600_g2157_i3.p1_Eve;TRINITY_DN33312_c0_g1_i4.p1_Eve;TRINITY_DN33312_c0_g1_i8.p1_Eve;TRINITY_DN21174_c0_g1_i5.p1_Gla;NODE_9548_length_2991_cov_29.265126_g6379_i0.p1_Gla;NODE_21709_length_2057_cov_22.541335_g6379_i2.p1_Gla	Ppn	grey	-0.146735118134072	0.294425170542267	-0.115326336842959	0.410896427279733	0.172436968580818	0.216942411500264	0.0933123301953908	0.506320650227353	0.0106661743988556	0.939577080554443	-0.0635829108871039	0.651044957546419	0.0352837866035158	0.801951128025123	0.014111989763848	0.920112517644448	0.174698528181945	0.210881548809862	-0.0912626945400209	0.515745189937019	0.316925936397499	0.0207669526272241	-0.23420078483279	0.0914273741961655	0.0220745545396057	0.875329827212777	0.0216160791144746	0.877899236907172	-0.00238506325520443	0.986476904419452	-0.100359919038251	0.474598273241434	0.0517303041212385	0.712971219529634	0.0975539224247296	0.487100064396157	0.338104439064793	0.0132810302182969	-0.187534261492923	0.178728574924453	-0.18423617545716	0.186630054762114	-0.0906767672632313	0.518455509785549	0.0906767672632313	0.518455509785549	-0.0645309378238664	0.646184616764618	0.0502616086223355	0.720784251827597	-0.0951916589533618	0.497757111095108	-0.0480696585776047	0.732497354831986	0.107659337289824	0.442893224796931	-0.0235922292905753	0.866833636786341	0.0901091199257888	0.521088066410719	0.0431749120892039	0.758869037820837	0.235778028207449	0.0892035478223226	0.226160577239127	0.103442438757143	-0.258756893843866	0.0613643116461282	0.0221155050695794	0.875100391933582	-0.174188910417633	0.212236813122715	-0.0887060603858235	0.527623505276751
NODE_36514_length_1557_cov_91.033156_g26423_i0.p1_Gla;TRINITY_DN11496_c0_g1_i1.p1_Eve;TRINITY_DN424667_c0_g1_i1.p1_Gla;TRINITY_DN45125_c0_g2_i1.p1_Ecy;NODE_7566_length_3489_cov_150.858430_g4428_i0.p1_Ecy	SRP54	brown	0.102104186415368	0.46691395530676	0.0291388336905126	0.835916579235489	-0.346401715440177	0.0110562964853974	0.0507999246712848	0.71791723351764	-0.11021326653811	0.432084391538777	-0.0730893349935114	0.602989081673749	-0.0783816460273777	0.576926525331814	0.125500515830563	0.370563385083591	0.0938849978107954	0.503703237017587	0.0512772105328834	0.715378474097137	0.245285200773145	0.0766811410189761	0.106412228142032	0.448225287405178	-0.141727353082478	0.311390446604204	0.159463481316533	0.254058942692862	-0.29729539512142	0.0306277686240681	-0.109936837727875	0.433247097530093	0.298088418141489	0.0301648374069266	0.0570972336320016	0.684673636502501	0.00633072177070517	0.96411545127206	-0.176712648872457	0.205584710591984	0.112437518728713	0.422792870647616	0.234782103396156	0.0906027702656235	-0.234782103396156	0.0906027702656235	-0.0294780506781217	0.834033232965949	-0.37815285797032	0.00524091139851809	0.0325252613406136	0.817157612644983	-0.183263058805144	0.189008545516098	0.195048459828315	0.161633670655272	0.213669787203279	0.124477260972994	-0.0230767537445454	0.869717728522789	0.101364536228426	0.470164257277387	0.111361910279869	0.427271829495202	-0.10268166191363	0.464384741329688	-0.0222385666933441	0.8744109707052	-0.22107281821128	0.111652327499699	0.0290173622317366	0.836591216207166	0.1251491962743	0.371915002440414
NODE_36796_length_1551_cov_9069.719707_g26655_i0.p1_Gla	KLH1	tan	0.131067059170088	0.349544191134952	0.544727195241924	2.4763908052425e-05	0.602687704007878	1.79504745246312e-06	0.679358859855173	2.23602002249761e-08	0.57724159966447	6.04367762383541e-06	0.0717334597160257	0.609747998561771	0.751523319505893	8.9302872110909e-11	-0.265867078733541	0.0543325780341092	-0.675153326966396	2.94111625908145e-08	0.653909225488065	1.10034591827116e-07	-0.0611775998243966	0.663440868276517	0.209008251618578	0.133106510808401	0.886453073448164	1.07673562317701e-18	-0.293832094062696	0.0327194200572104	0.339798263145739	0.0127980428889052	0.168557608194128	0.227620009160237	0.263103985376672	0.0569834269321064	-0.588942944247707	3.50287626331552e-06	0.0810341626059395	0.564060824826006	0.0222372109649699	0.874418565323249	0.00181827608936546	0.989690336434045	-0.297031295420053	0.0307832458498526	0.297031295420053	0.0307832458498526	0.132541781198252	0.344101224751425	0.333366123990421	0.0147159929922305	-0.0207295213331487	0.882871244811192	0.251844069742883	0.0688841743053112	0.209647600544056	0.131897092402369	0.15110240900223	0.280130046420582	-0.38042127495684	0.00495467835134434	-0.427096606064265	0.00142535998332181	0.0537059214910997	0.702507556046561	0.0574025244407114	0.683076364227285	-0.187171372736995	0.179585957410151	0.233741811397671	0.0920825558733494	0.0277130633441995	0.843842379018009	-0.025219968776828	0.857737872620796
NODE_36975_length_1437_cov_74.638329_g24696_i0.p1_Eve;NODE_26443_length_1703_cov_97.340387_g15452_i2.p1_Ecy;NODE_25756_length_1734_cov_109.099110_g15452_i0.p1_Ecy	FIBH	green	0.642814935681426	2.10504108725722e-07	0.265318469932729	0.0548508021618482	-0.395216212844588	0.00340196169378811	-0.409639285737065	0.0023191131501838	-0.0325589804471754	0.816971318759156	-0.292837822286237	0.033341373789995	-0.0703443078655092	0.616706452675104	0.311595897999005	0.023133062218638	-0.131360556939991	0.348456732948402	-0.245759972424458	0.0760942885500027	0.0274807464740369	0.845135295684238	0.0131225959886241	0.925697110281623	-0.252810231698577	0.0677910520868433	0.289593991063455	0.0354391211368462	-0.101204496909888	0.470869122570135	-0.0781127933847642	0.578238013371069	-0.215525847424133	0.121161790055567	-0.0715722423686348	0.610553820657226	-0.105348817053834	0.452799742166462	-0.293953836873342	0.0326439321184671	0.658419390211135	8.38820344711044e-08	0.294346010851615	0.0324017435850534	-0.294346010851615	0.0324017435850534	-0.0146943685495459	0.916827073548255	-0.124070246414763	0.376084506724319	0.024559652874173	0.861425559925915	-0.13166251913786	0.347340092298331	-0.133280413500123	0.341394890995171	-0.162233739979596	0.245794604279194	-0.0472647944085242	0.736813684874829	-0.0508701201225858	0.717543662366383	-0.026667982661634	0.849661746659437	-0.117779037794751	0.400949108741309	-0.190371389930999	0.17212705451791	-0.201486727586692	0.147966128359434	0.692602591794776	9.15294589104163e-09	0.210176592504068	0.130902690526309
NODE_3716_length_4265_cov_1513.689991_g2401_i0.p1_Gla	Prm	turquoise	-0.250145207403782	0.0708403130862115	-0.421297695270793	0.00168031140222554	-0.183143692705826	0.189301786110107	-0.339675233642757	0.0128326091455457	-0.373743370233223	0.00583901623902573	-0.0739271232138321	0.598829206415416	-0.463106738178275	0.000479585141191281	-0.136131462138685	0.331073153665278	0.837446809042093	5.46393950015435e-15	-0.407051265010481	0.00248725362089985	-0.0251684374607162	0.858025553916092	-0.268794848177472	0.0516335782927626	-0.40135198153641	0.00289618777908401	-0.107000454171873	0.445705909016988	-0.060037149741507	0.669349889445856	-0.174088359400289	0.21250493534525	-0.133574674873269	0.340320415790862	0.723287004941906	9.51490717835436e-10	0.0817709550194723	0.560511052519266	-0.146086986904275	0.296586363107465	-0.143371806566098	0.305751763371111	-0.0511825693840501	0.715881643723981	0.0511825693840501	0.715881643723981	-0.0229403818780339	0.870481013650673	-0.0593784104860318	0.672772120047647	-0.0818984962292739	0.559897642944361	-0.156799436170498	0.262181480180786	-0.0924738683532606	0.510165373703894	-0.0906744985051391	0.518466018228037	0.489716410849756	0.000197885800144362	0.502004765718298	0.000128230878976349	-0.00661246074210362	0.96251958091307	0.11873114553379	0.397125826037305	-0.153484127236235	0.272530293740283	-0.0363146392019499	0.796286818151312	-0.038407121586333	0.784821339073917	-0.158174395464202	0.257967826757596
NODE_37179_length_1432_cov_7869.827187_g20372_i1.p1_Eve;NODE_48903_length_1307_cov_5017.488871_g33030_i1.p1_Gla;TRINITY_DN2921_c0_g1_i8.p1_Gla;TRINITY_DN223108_c0_g7_i2.p1_Ecy;TRINITY_DN140816_c0_g1_i1.p1_Gla;TRINITY_DN38443_c0_g13_i1.p1_Gla;NODE_29855_length_1558_cov_13.204771_g18107_i0.p1_Ecy	eef1g	yellow	0.16716069625799	0.23155238617716	0.622548079150787	6.45255754169107e-07	0.747889258261927	1.2320624838546e-10	0.491771475709493	0.00018424617876764	0.651577889365628	1.26382137135176e-07	0.11589606337597	0.408573224215774	0.944454265467153	2.64724328385982e-26	-0.526188942330796	5.19412998370876e-05	-0.60619099993571	1.50620481697836e-06	0.729268665251847	5.9076885645756e-10	-0.0791306971669964	0.573279777913722	0.462944675388903	0.000482072930692692	0.755208764132642	6.40710573809555e-11	-0.600451038124018	2.00561351316098e-06	0.249881953976066	0.071147349417313	0.202110540895764	0.146688855699529	0.184117404744163	0.186919198969431	-0.537974673078665	3.25978212401457e-05	0.424899337313226	0.00151757911743454	0.0443153708542889	0.75269891360604	0.0206945675079581	0.883067366483638	-0.106142440703519	0.449383409537357	0.106142440703519	0.449383409537357	0.197661996500505	0.155978114563055	0.144958876966139	0.300372538463557	0.176686839179431	0.205651987343253	0.100433172716887	0.474274206859482	0.144959689062931	0.300369801703398	0.107489377506713	0.443617816583674	-0.324152819052128	0.0178881831413794	-0.413480889426071	0.00208812977036158	0.34744237606119	0.0108013524698149	0.235150243250565	0.0900835709519516	0.0516132648505921	0.713592776447525	0.00553763587665424	0.96860850243374	-0.017719814231868	0.899782642718486	0.0460947756197166	0.743102629720343
NODE_37332_length_1428_cov_2699.556925_g24979_i0.p1_Eve;TRINITY_DN5062_c0_g2_i3.p1_Eve;TRINITY_DN13229_c0_g1_i9.p1_Gla;TRINITY_DN5891_c0_g1_i6.p1_Ecy;NODE_21354_length_1974_cov_1118.167792_g12731_i0.p1_Ecy;NODE_30507_length_1532_cov_2702.146325_g12731_i2.p1_Ecy	PREDICTED: oplophorus-luciferin 2-monooxygenase non-catalytic subunit-like	turquoise	-0.234414369143137	0.0911237261071469	-0.496058881335797	0.000158509473807126	-0.429114270690042	0.00134512653906396	-0.420469125137875	0.00171988280371736	-0.505420368645998	0.000113327834345562	-0.120806705644391	0.388865529905636	-0.644309762692865	1.93179822344337e-07	-0.15483260261101	0.268288749759572	0.972702653338539	5.04340173669033e-34	-0.491926172334711	0.00018325497594865	0.0207250176937029	0.882896513795023	-0.313541663250483	0.0222442511909631	-0.514883139967865	7.99242763918535e-05	-0.093970673003363	0.503312250038926	-0.150111076323129	0.283334036255231	-0.149102601402422	0.286618046141211	-0.168334183299126	0.228245839167031	0.932853250042365	2.89873032573952e-24	-0.111237530977203	0.427791483512337	-0.11037910790588	0.431387677429151	-0.118816330408077	0.396784800899066	0.00820546098914691	0.953499178677063	-0.00820546098914691	0.953499178677063	-0.0968939156797374	0.490065507905372	-0.108928022513424	0.437505209506759	-0.0658485161812667	0.63945395869947	-0.138590670865988	0.322329098803225	-0.118583694945974	0.397716528072286	-0.112224508681907	0.423677744247805	0.693877209906402	8.37800299324957e-09	0.585186725123998	4.1828232991563e-06	-0.0807165419313872	0.565594314059852	-0.0718046762648365	0.609392178795796	-0.102802740707903	0.463855382970347	-0.041709281579056	0.766820285903483	-0.0444336761785082	0.752059725940376	-0.118479068254472	0.39813598471901
NODE_3736_length_4669_cov_1404.922078_g2234_i0.p1_Ecy;NODE_3880_length_4450_cov_1066.556237_g2324_i0.p1_Eve;TRINITY_DN2926_c0_g1_i3.p1_Ecy;NODE_36307_length_1562_cov_304.483146_g26259_i0.p1_Gla;TRINITY_DN40277_c0_g1_i3.p1_Eve	TARDBP	yellow	0.443953593197112	0.000868769094426179	0.762900466384552	3.14336570576707e-11	0.430107469799805	0.00130713599081441	0.540542250092939	2.93833544708269e-05	0.549578582728852	2.02514936803664e-05	-0.0438996581666392	0.754946255358563	0.828835657130445	1.82553957555782e-14	-0.607902223684515	1.38144783363833e-06	-0.415321742630887	0.00198488228213823	0.631530984746523	3.96673466283493e-07	0.107734374693881	0.442573525873738	0.291838598055222	0.0339762805607858	0.790400823319495	1.94558228894717e-12	-0.642211058556109	2.17907059655683e-07	0.160462348398275	0.251057727604232	0.203515039875566	0.143843087735046	0.382884115426224	0.00465952674080271	-0.297111758255919	0.030735807371522	0.091710459276712	0.513678787129029	-0.150580469505965	0.281813966706787	0.293487847509689	0.0329336589847391	-0.222164382584696	0.109850200312688	0.222164382584696	0.109850200312688	0.1147490932814	0.413258026574057	0.105265794116157	0.453157953490159	0.13021349615833	0.352718645384301	0.148832267716416	0.28750258532683	0.187667955525066	0.178413447371228	0.337316293943389	0.0135110429869716	-0.109459394556364	0.435259433300785	-0.297919723907723	0.0302628219582003	0.110955743637517	0.428970104597882	0.0147913027715393	0.91628035904224	-0.102811702559573	0.463816214580136	-0.0974766927473403	0.487446574704076	0.110907333429365	0.429172772330439	0.291502928958955	0.0341918015415695
NODE_37396_length_1306_cov_674.365951_g23233_i0.p1_Ecy;TRINITY_DN5773_c0_g1_i1.p1_Gla;NODE_76784_length_862_cov_682.778598_g3633_i4.p1_Eve;TRINITY_DN101983_c0_g3_i1.p1_Gla	Prosalpha5	yellow	0.098775093619776	0.481638173518475	0.466805902263408	0.000425866373731189	0.757251894438797	5.31648321644295e-11	0.423247899425098	0.00159036073638385	0.506405690687822	0.000109333238966324	0.0813794999942757	0.562395725625725	0.787352529929217	2.70185123055581e-12	-0.469370566819413	0.00039188695293379	-0.397740969727204	0.00318510211058254	0.510571296874692	9.38290760588531e-05	0.0442950505467922	0.752808718048915	0.296025355706321	0.0313814826400802	0.664876321980579	5.64218285422287e-08	-0.516520504419335	7.51589182922486e-05	0.243057620664792	0.079482543688403	0.198666345122371	0.15384396173657	0.126857596905115	0.365370194727103	-0.314492503165014	0.0218205027428695	0.401896611292632	0.00285468886797812	-0.0635381433323329	0.651274829963818	-0.0581388777410322	0.679229457952375	-0.193194302590943	0.165736082537446	0.193194302590943	0.165736082537446	0.206114985585645	0.138683837599583	0.127148833468977	0.364261483732705	0.202114742964558	0.14668027969727	0.0702828256120508	0.617015205186162	-0.00561877911914002	0.96814875675769	0.179557152682814	0.198264928809405	-0.19241331347777	0.167486617550517	-0.238797081745204	0.0850649440067924	0.212843150543965	0.125975785472517	0.33820971987482	0.0132505607238571	-0.0513494159598426	0.714994667004677	-0.0324941556868685	0.81732947641516	-0.0587723970904638	0.675926253571487	-0.0209436158390284	0.88167013894597
NODE_3749_length_4508_cov_1184.184346_g2249_i0.p1_Eve;NODE_16536_length_2314_cov_681.262693_g3015_i4.p1_Ecy;TRINITY_DN58_c0_g1_i5.p1_Ecy;NODE_3121_length_4539_cov_888.719154_g2003_i0.p1_Gla;NODE_6179_length_3557_cov_1101.180445_g2003_i1.p1_Gla	rtn1-a	brown	-0.152301147320384	0.276287744636357	-0.0727019422362887	0.60491686107723	0.447396380227874	0.00078274755778389	-0.142751026826828	0.307872593378268	0.0422898160390776	0.763667905551001	-0.0211462561852757	0.880533535958876	0.170550004338934	0.222091598598156	-0.36762850992058	0.00676683750387541	0.326544899058354	0.0170133404901622	-0.14380080151852	0.30429165182885	0.120518312449944	0.390007164146897	-0.130331033925957	0.352280467560337	-0.0174300591854828	0.901413215866524	-0.406100409141213	0.00255169492700221	0.0243119773144213	0.862809522116248	-0.0387017443191589	0.783210564669049	-0.107877743725838	0.441963054399668	0.221873554026621	0.110328151962264	0.600843752011095	1.96705175206807e-06	-0.102296863103976	0.466069251239962	-0.163413482448315	0.242331314157461	-0.250517590525455	0.0704077983559541	0.250517590525455	0.0704077983559541	0.0687584190716412	0.624691391729333	-0.0354235152475496	0.80118275076571	0.0413180473181057	0.768946858177548	-0.0943832056151431	0.501431797478035	-0.12861394537575	0.358714946974842	-0.0193005646352356	0.89089449505345	0.0961232601590498	0.493539989476314	0.208094430114937	0.134849565539199	0.248331825261205	0.0729768104648777	0.575503621258213	6.54196727381231e-06	-0.107528250145398	0.443452032426759	-0.0253732918393385	0.856882032196192	-0.158965842988695	0.255563160223117	-0.0650954355541743	0.643297480069785
NODE_37559_length_1423_cov_33.122999_g25152_i0.p1_Eve;NODE_19089_length_2124_cov_437.267952_g11324_i0.p1_Ecy;TRINITY_DN1289_c2_g1_i3.p1_Eve;TRINITY_DN1177_c0_g1_i3.p1_Ecy;TRINITY_DN19957_c0_g1_i3.p1_Gla	PTGR1	brown	-0.116980275494117	0.404173099155458	0.138134252427564	0.323940806958992	0.497094685162548	0.00015280544065538	0.291749613467518	0.0340333042986138	0.352176762699987	0.00970447980527456	0.238029220196627	0.0861029804843072	0.391965136328029	0.00370035223369966	-0.414185842801754	0.00204803988942083	-0.0266806701287019	0.849591050161274	0.293463621137544	0.0329487798378891	-0.0249896413395785	0.859023851685399	0.0697116847747103	0.619886503286	0.407668013342501	0.00244623155571103	-0.462010427386671	0.000496643369811322	-0.0110111854024467	0.937626431331398	0.242842814107085	0.0797568964068257	0.0911458019424081	0.516285329058348	-0.0481811756346834	0.731899954074791	0.272656657472522	0.0482410587426913	0.110645425891549	0.43027017549547	-0.227064216124363	0.102034271949685	-0.221745212280331	0.110539576692191	0.221745212280331	0.110539576692191	0.0410424360273134	0.77044597062559	-0.0561402127993439	0.689689586298525	0.100261713724449	0.475032908016419	0.232707577417065	0.0935723285178887	-0.0386674419194921	0.783398058036545	0.163640269198235	0.241669387073152	-0.135669778506801	0.332731172973467	0.0696070788282713	0.62041300063739	0.195378087573504	0.160912210349577	0.17846988605279	0.201040647322582	0.0406214640844025	0.772737337945927	0.109481680470786	0.435165385970681	-0.0601560762427474	0.668732758632349	-0.251178691329142	0.0696451243074798
